Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),NCBI gene ID
ENSG00000277494,8,143213193,143217170,338328
ENSG00000261587,8,144352219,144354914,340393
ENSG00000164919,8,99873200,99894062,1345
ENSG00000180938,8,124973298,124979389,137209
ENSG00000164821,8,6935822,6938338,1669
ENSG00000188778,8,37962991,37966965,155
ENSG00000132541,8,98102344,98117241,10247
ENSG00000214814,8,123851987,124120061,654463
ENSG00000235173,8,144137769,144140843,51236
ENSG00000184672,8,84182787,84921844,138046
ENSG00000198363,8,61500556,61714640,444
ENSG00000185000,8,144314584,144326910,8694
ENSG00000234616,8,142657460,142681968,8629
ENSG00000198791,8,17224964,17246878,29883
ENSG00000179698,8,144107726,144118315,340390
ENSG00000104723,8,15417215,15766649,7991
ENSG00000160882,8,142872356,142879846,1584
ENSG00000168481,8,22146825,22157084,203190
ENSG00000147471,8,37762593,37779767,11212
ENSG00000038945,8,16107878,16567490,4481
ENSG00000164808,8,47260575,47736306,23514
ENSG00000253117,8,132024220,132059380,729330
ENSG00000270024,8,66667596,66860472,100533105
ENSG00000168078,8,27809620,27838095,55872
ENSG00000168077,8,27633868,27676776,51435
ENSG00000183779,8,37695751,37700021,80139
ENSG00000147475,8,37736599,37759101,11160
ENSG00000104537,8,123680794,123737407,312
ENSG00000226490,8,141514638,141518737,
ENSG00000120885,8,27596917,27615031,1191
ENSG00000204882,8,141356500,141367267,2843
ENSG00000132549,8,99013266,99877580,157680
ENSG00000137571,8,69667047,69835064,81796
ENSG00000184156,8,132120858,132481019,3786
ENSG00000185122,8,144291591,144314722,3297
ENSG00000091879,8,6499651,6563409,285
ENSG00000079459,8,11795573,11839309,2222
ENSG00000171045,8,142212080,142403240,203062
ENSG00000164930,8,103298433,103332866,8323
ENSG00000104341,8,97775057,97853013,55353
ENSG00000177182,8,61057158,61501645,157807
ENSG00000275591,8,6808517,6835644,389610
ENSG00000168487,8,22164736,22212326,649
ENSG00000175073,8,66628487,66667217,80124
ENSG00000137574,8,55773142,55825448,96764
ENSG00000165078,8,67422038,67746385,57094
ENSG00000179091,8,144095027,144097525,1537
ENSG00000197858,8,144082590,144086216,8733
ENSG00000156482,8,98024851,98046469,6156
ENSG00000179632,8,144104499,144107611,84232
ENSG00000104231,8,81701334,81732903,79752
ENSG00000164695,8,81732434,81759515,92421
ENSG00000185900,8,43093506,43123434,84197
ENSG00000178209,8,143915147,143976734,5339
ENSG00000258724,8,10725399,10839847,
ENSG00000156787,8,123041968,123152153,93594
ENSG00000253958,8,8701938,8704106,137075
ENSG00000104327,8,90058608,90095475,793
ENSG00000178719,8,143990058,143993415,2907
ENSG00000104375,8,98401403,98942827,6788
ENSG00000132297,8,132061486,132111159,10086
ENSG00000261236,8,144262102,144291370,23246
ENSG00000185697,8,66562175,66614247,4603
ENSG00000003987,8,17298030,17413528,9108
ENSG00000198169,8,144720907,144756417,90987
ENSG00000156802,8,123319850,123416350,29028
ENSG00000154589,8,73991352,74029087,23643
ENSG00000160972,8,144477969,144502121,84988
ENSG00000147421,8,28890394,29064764,79618
ENSG00000104679,8,23270120,23296279,203069
ENSG00000167653,8,142670308,142682724,8000
ENSG00000078579,8,16992169,17002181,26281
ENSG00000155097,8,103021063,103073051,528
ENSG00000178896,8,144078626,144080647,54512
ENSG00000147570,8,66021560,66100526,85479
ENSG00000169439,8,96493351,96611780,6383
ENSG00000185053,8,14089864,15238339,137868
ENSG00000157110,8,30384479,30572261,11030
ENSG00000121005,8,74984515,75034558,83690
ENSG00000205189,8,80485619,80526265,65986
ENSG00000147454,8,23528805,23575463,51312
ENSG00000147432,8,42697376,42737407,1142
ENSG00000178460,8,66870749,66922048,157777
ENSG00000133731,8,81657961,81686693,3612
ENSG00000104722,8,24913012,24919098,4741
ENSG00000042980,8,24294040,24359018,10863
ENSG00000187735,8,53966552,54022529,6917
ENSG00000147586,8,79918717,80030289,28957
ENSG00000176209,8,42541155,42555193,114926
ENSG00000177710,8,11330888,11332208,83650
ENSG00000184489,8,141391993,141432454,11156
ENSG00000079102,8,91954967,92103286,862
ENSG00000254093,8,10764963,10839884,54984
ENSG00000120903,8,27459761,27479883,1135
ENSG00000022567,8,141207166,141308305,57210
ENSG00000170289,8,86553977,86743675,54714
ENSG00000120899,8,27311482,27459391,2185
ENSG00000104237,8,54554361,54871720,6101
ENSG00000168453,8,22114415,22133384,55806
ENSG00000104368,8,42175233,42207724,5327
ENSG00000206579,8,55102389,55542054,114786
ENSG00000250305,8,12945642,13031503,57604
ENSG00000170631,8,144930358,144950888,7564
ENSG00000155096,8,102826357,102893864,51582
ENSG00000253598,8,81693607,81696174,347051
ENSG00000164743,8,13566843,13568287,157773
ENSG00000147437,8,25419260,25424654,2796
ENSG00000104626,8,9002147,9116746,90459
ENSG00000232948,8,12310962,12318316,245940
ENSG00000147613,8,86048373,86088621,85481
ENSG00000147614,8,85987323,86154228,245972
ENSG00000160973,8,144473412,144476335,8928
ENSG00000187955,8,120059780,120372036,7373
ENSG00000159167,8,23841915,23854807,6781
ENSG00000147439,8,22620418,22669148,55909
ENSG00000104381,8,74321130,74488872,54332
ENSG00000120875,8,29333064,29350668,1846
ENSG00000158856,8,22048995,22082527,2039
ENSG00000179886,8,143597835,143603224,84948
ENSG00000164941,8,94813311,94881746,55656
ENSG00000168575,8,42416475,42541926,6575
ENSG00000076554,8,80034745,80231232,7163
ENSG00000047249,8,53715557,53843558,51606
ENSG00000076641,8,80967810,81112068,55824
ENSG00000172172,8,120380761,120445402,28998
ENSG00000253250,8,90958637,90985257,100127983
ENSG00000123119,8,90791550,90959408,64168
ENSG00000233050,8,12064389,12071747,100133267
ENSG00000215343,8,12104389,12115516,728957
ENSG00000223443,8,12137168,12139077,377630
ENSG00000226430,8,12132417,12134438,392197
ENSG00000167702,8,144466043,144474202,90990
ENSG00000003989,8,17497088,17570573,6542
ENSG00000147509,8,53851808,53959303,8601
ENSG00000147535,8,38263130,38269243,84513
ENSG00000064313,8,119730775,119832863,6873
ENSG00000104643,8,11284416,11328146,66036
ENSG00000147689,8,123178960,123210079,84985
ENSG00000261787,8,66946501,66962590,100129654
ENSG00000170323,8,81478419,81483263,2167
ENSG00000169085,8,66460003,66518524,254778
ENSG00000147571,8,66176382,66178725,1392
ENSG00000164751,8,76980258,77001044,5828
ENSG00000173273,8,9555914,9782346,8658
ENSG00000147459,8,25184723,25418082,80005
ENSG00000164736,8,54457935,54460888,64321
ENSG00000133874,8,33547755,33567125,79845
ENSG00000215262,8,36784324,36936128,157855
ENSG00000176571,8,86866442,87615219,168975
ENSG00000253649,8,10482878,10547585,
ENSG00000156469,8,96239398,96261610,51001
ENSG00000205186,8,81458341,81461579,646480
ENSG00000147588,8,81440326,81447523,5375
ENSG00000131931,8,42836674,42843325,55145
ENSG00000164938,8,94925972,94949411,94241
ENSG00000186523,8,12182096,12194133,85002
ENSG00000186523,8,12182096,12194133,653333
ENSG00000186523,8,12182096,12194133,100287013
ENSG00000154582,8,73939169,73972287,6921
ENSG00000036448,8,2045040,2165552,9172
ENSG00000104529,8,143579697,143599541,1936
ENSG00000147548,8,38269697,38382272,54904
ENSG00000078668,8,42391624,42405897,7419
ENSG00000147576,8,66430185,66471601,137872
ENSG00000179041,8,66429028,66430733,23212
ENSG00000104324,8,96645227,97149654,10404
ENSG00000259305,8,123226189,123274284,100533106
ENSG00000105339,8,141117278,141195808,22898
ENSG00000156467,8,96225920,96235634,7381
ENSG00000254673,8,43018424,43077334,
ENSG00000147573,8,66126896,66175487,84675
ENSG00000184647,8,10525546,10554166,203074
ENSG00000164749,8,75407914,75566843,3174
ENSG00000137547,8,54135210,54147901,29088
ENSG00000104760,8,17864380,17910365,2267
ENSG00000158863,8,22089159,22104898,64760
ENSG00000277586,8,24950955,24957110,4747
ENSG00000172728,8,33370824,33473422,84750
ENSG00000104228,8,27284887,27311319,23087
ENSG00000198042,8,33484750,33501260,84549
ENSG00000129696,8,33473386,33513601,80185
ENSG00000137558,8,74824537,74855029,51050
ENSG00000164893,8,86214052,86321146,157724
ENSG00000153310,8,129839593,130017129,51571
ENSG00000179950,8,143816344,143829859,22827
ENSG00000104213,8,17576433,17644071,5157
ENSG00000167701,8,144502973,144507174,2875
ENSG00000147434,8,42752620,42796392,8973
ENSG00000147697,8,129748196,129786888,56169
ENSG00000120907,8,26748150,26867273,148
ENSG00000187954,8,144449582,144465677,50626
ENSG00000092964,8,26514022,26658178,1808
ENSG00000136982,8,119833976,119856010,79075
ENSG00000240694,8,26504686,26514092,10687
ENSG00000104765,8,26382898,26505636,665
ENSG00000134013,8,23297189,23425328,4017
ENSG00000197217,8,23385783,23457695,9583
ENSG00000164683,8,79764010,79767863,23462
ENSG00000160948,8,144423601,144428563,51160
ENSG00000066855,8,65644734,65771261,9650
ENSG00000078674,8,17922840,18029944,5108
ENSG00000196150,8,144876497,144902168,58500
ENSG00000168522,8,43034194,43085788,2339
ENSG00000167700,8,144509074,144511213,113655
ENSG00000155099,8,90993796,91041064,55529
ENSG00000136986,8,123013164,123042423,79139
ENSG00000172167,8,120445400,120542133,27085
ENSG00000157168,8,31639386,32767959,3084
ENSG00000164741,8,13083361,13604610,10395
ENSG00000077782,8,38411138,38468834,2260
ENSG00000104756,8,25427847,25458476,54793
ENSG00000175895,8,95133804,95156684,79666
ENSG00000261150,8,143857324,143878464,83481
ENSG00000008853,8,22987417,23020199,23221
ENSG00000175606,8,73972437,73982783,54968
ENSG00000197892,8,29067279,29263124,23303
ENSG00000167034,8,23678693,23682927,4824
ENSG00000158941,8,22604632,22621514,57805
ENSG00000205268,8,65717510,65842322,5150
ENSG00000104218,8,67062426,67196263,79848
ENSG00000175806,8,10054268,10428891,4482
ENSG00000214954,8,91101832,91219236,100130742
ENSG00000120925,8,42849637,42897290,81790
ENSG00000164687,8,81280363,81284777,2171
ENSG00000134020,8,22713251,23000000,157310
ENSG00000175305,8,94879770,94896678,9134
ENSG00000158815,8,22042398,22048809,8822
ENSG00000156162,8,94719703,94793836,286148
ENSG00000104299,8,28767661,28890242,55756
ENSG00000104413,8,94641074,94707466,54845
ENSG00000184661,8,25458997,25507920,157313
ENSG00000136999,8,119416306,119424353,4856
ENSG00000176269,8,166049,167043,441308
ENSG00000171033,8,78516139,78605267,5569
ENSG00000172748,8,232137,264703,169270
ENSG00000168546,8,21690403,21812357,2675
ENSG00000253457,8,30638600,30646064,100507341
ENSG00000197265,8,30578318,30658251,2961
ENSG00000164944,8,94487693,94553529,25962
ENSG00000104518,8,143553207,143563062,79792
ENSG00000156103,8,88032009,88328025,4325
ENSG00000147443,8,21908873,21913860,9046
ENSG00000147533,8,41490396,41510980,51125
ENSG00000104687,8,30678061,30727926,2936
ENSG00000168300,8,51817575,51899186,115294
ENSG00000168081,8,28316986,28343355,5368
ENSG00000040341,8,73420369,73747708,27067
ENSG00000156735,8,38176533,38213301,9530
ENSG00000147465,8,38143649,38151265,6770
ENSG00000175324,8,38163321,38176730,27257
ENSG00000129691,8,38105242,38144076,9070
ENSG00000136960,8,119557086,119673453,5168
ENSG00000147364,8,406428,477967,26260
ENSG00000214050,8,28348287,28490318,157574
ENSG00000186918,8,28345585,28402701,55893
ENSG00000133739,8,85107147,85146076,85444
ENSG00000169427,8,139600838,139703056,51305
ENSG00000104343,8,73780097,73878910,55284
ENSG00000147488,8,52110839,52460959,9705
ENSG00000181085,8,143716259,143722458,225689
ENSG00000104427,8,78666047,78719765,51101
ENSG00000180190,8,489792,545781,157695
ENSG00000104432,8,78675743,78805523,3574
ENSG00000258677,8,73688691,73878854,
ENSG00000212993,8,127414290,127420069,5462
ENSG00000104714,8,614746,738106,157697
ENSG00000198010,8,737596,1708474,9228
ENSG00000173535,8,23084355,23117437,8794
ENSG00000158669,8,41577187,41625001,137964
ENSG00000173530,8,23135588,23164030,8793
ENSG00000147536,8,41529206,41545046,84296
ENSG00000167632,8,139730343,140458579,83696
ENSG00000070501,8,42338454,42371808,5423
ENSG00000176731,8,85214076,85220421,401466
ENSG00000255378,8,7778591,7781413,100133251
ENSG00000104689,8,23190452,23225126,8797
ENSG00000133740,8,85177225,85217158,1875
ENSG00000173137,8,144373101,144393242,203054
ENSG00000104691,8,30732247,30767006,7993
ENSG00000071894,8,144393229,144409349,29894
ENSG00000186572,8,7811720,7815716,245910
ENSG00000104435,8,79610814,79666175,11075
ENSG00000186562,8,7821966,7823889,245908
ENSG00000186579,8,7825172,7829053,245909
ENSG00000176782,8,7836471,7841242,140596
ENSG00000176782,8,7836471,7841242,107984148
ENSG00000178287,8,7847876,7868867,653423
ENSG00000104290,8,28494205,28574268,7976
ENSG00000221818,8,25841730,26045397,64641
ENSG00000104312,8,89757747,89791063,8767
ENSG00000176797,8,7881204,7882664,414325
ENSG00000171711,8,7894629,7896711,1673
ENSG00000215356,8,7926337,7952413,100132396
ENSG00000130227,8,21919671,22006585,23039
ENSG00000120913,8,22578279,22598025,64236
ENSG00000147457,8,23243637,23262000,91782
ENSG00000012232,8,28600469,28755599,2137
ENSG00000164823,8,89901859,89927888,734
ENSG00000180921,8,143723933,143733801,286077
ENSG00000225327,8,7976393,7977985,645836
ENSG00000237038,8,7971661,7973253,392188
ENSG00000203499,8,143734140,143790644,100128338
ENSG00000165066,8,41645178,41650669,157848
ENSG00000164733,8,11842524,11869448,1508
ENSG00000104695,8,30774457,30814314,5516
ENSG00000241852,8,22599601,22604150,541565
ENSG00000248235,8,22589274,22602084,
ENSG00000133863,8,30831544,30890606,56154
ENSG00000196711,8,52534037,52565507,389658
ENSG00000023287,8,52622456,52745843,9821
ENSG00000221914,8,26291491,26372680,5520
ENSG00000147804,8,144409742,144416895,55630
ENSG00000104472,8,140511298,140517137,54108
ENSG00000029534,8,41653220,41896762,286
ENSG00000136997,8,127735434,127741434,4609
ENSG00000104371,8,42374068,42377232,27121
ENSG00000172733,8,30995802,31033715,29942
ENSG00000165392,8,31033801,31173769,7486
ENSG00000164879,8,85373436,85449040,761
ENSG00000185015,8,85220587,85284073,377677
ENSG00000104267,8,85463852,85481493,760
ENSG00000104325,8,90001405,90052092,1666
ENSG00000133742,8,85327608,85379014,759
ENSG00000183729,8,52938431,52941117,2831
ENSG00000158806,8,22024125,22036897,10361
ENSG00000104320,8,89933336,90003228,4683
ENSG00000182372,8,1755778,1801711,2055
ENSG00000123908,8,140520156,140635619,27161
ENSG00000104728,8,1823976,1958641,9639
ENSG00000204839,8,143566187,143572971,642475
ENSG00000082556,8,53225716,53251697,4986
ENSG00000283239,8,1763888,1958627,104266957
ENSG00000165684,9,136375577,136400168,6621
ENSG00000241978,9,110048598,110172512,11217
ENSG00000106780,9,120600813,120714470,1955
ENSG00000196814,9,126326849,126507041,89853
ENSG00000160325,9,133459965,133470848,11094
ENSG00000160323,9,133414358,133459402,11093
ENSG00000160447,9,128702523,128720918,29941
ENSG00000148346,9,128149071,128153455,3934
ENSG00000167106,9,127940579,127980513,399665
ENSG00000148296,9,133328774,133336398,6838
ENSG00000185963,9,92711363,92764812,23299
ENSG00000119139,9,69121264,69255208,9414
ENSG00000130653,9,137459953,137550534,375775
ENSG00000136891,9,100302077,100352939,54881
ENSG00000107338,9,37919134,38069211,6461
ENSG00000196597,9,96816472,96875623,158431
ENSG00000120158,9,4792869,4885917,10171
ENSG00000130958,9,96320706,96383710,11046
ENSG00000184925,9,136949551,136955497,286256
ENSG00000172014,9,64369394,64413142,728747
ENSG00000106688,9,4490444,4587469,6505
ENSG00000119514,9,98807699,98850081,79695
ENSG00000165138,9,98731329,98796965,203286
ENSG00000086061,9,33025211,33039907,3301
ENSG00000090054,9,92031999,92115384,10558
ENSG00000119471,9,112379937,112472410,84263
ENSG00000165185,9,112486847,112669397,158405
ENSG00000148180,9,121207794,121332843,2934
ENSG00000172889,9,136658856,136672678,51162
ENSG00000136936,9,97674909,97697357,7507
ENSG00000276040,9,61190003,61196280,26165
ENSG00000169692,9,136673143,136687423,10555
ENSG00000148090,9,91213815,91361913,549
ENSG00000137094,9,34989641,34998900,25822
ENSG00000165030,9,91409045,91423862,4783
ENSG00000178919,9,97853254,97856715,2304
ENSG00000136932,9,97904489,97922570,51531
ENSG00000283378,9,61330717,61453030,100289279
ENSG00000165716,9,136712570,136724050,138311
ENSG00000119314,9,112217716,112333667,9991
ENSG00000169071,9,91563091,91950162,4920
ENSG00000119396,9,121178137,121223014,51552
ENSG00000136929,9,97926791,97944856,55363
ENSG00000187922,9,136738167,136743356,414332
ENSG00000136938,9,97983361,98015943,10541
ENSG00000204003,9,136738167,136748453,
ENSG00000267206,9,136744011,136748528,158062
ENSG00000136811,9,128455186,128501292,4957
ENSG00000188483,9,129175552,129178262,389792
ENSG00000122133,9,135561756,135566955,5047
ENSG00000165802,9,137447573,137459334,26012
ENSG00000196422,9,135479079,135488893,9858
ENSG00000186051,9,105662457,105663112,6887
ENSG00000136942,9,124857880,124861981,11224
ENSG00000148200,9,124517275,124771310,2649
ENSG00000197355,9,137077501,137084539,91373
ENSG00000135063,9,69324572,69392455,9413
ENSG00000136878,9,129834698,129881838,10868
ENSG00000136819,9,129827290,129835863,51759
ENSG00000136944,9,126614443,126701032,4010
ENSG00000165219,9,125261794,125367207,26130
ENSG00000070214,9,105244622,105439171,23446
ENSG00000230054,9,114656304,114662374,
ENSG00000119333,9,128633661,128656787,89891
ENSG00000148082,9,89005771,89178767,53358
ENSG00000130560,9,135932969,135961380,10422
ENSG00000179058,9,129612225,129620776,375759
ENSG00000167113,9,128322536,128334072,51117
ENSG00000167112,9,128305161,128322742,26995
ENSG00000148143,9,106863097,107013634,58499
ENSG00000136802,9,128882112,128918039,56262
ENSG00000136930,9,124353466,124415444,5695
ENSG00000148335,9,129608884,129636131,28989
ENSG00000243444,9,109640788,109946703,114299
ENSG00000070159,9,109375466,109498313,5774
ENSG00000136828,9,126914774,127223166,9649
ENSG00000197070,9,137605654,137615360,92714
ENSG00000167081,9,125747345,125967377,5090
ENSG00000188833,9,137434364,137441816,377841
ENSG00000212864,9,137220247,137221581,727800
ENSG00000176101,9,137188647,137190370,8636
ENSG00000095209,9,105694544,105776612,55151
ENSG00000261793,9,137168854,137171984,
ENSG00000119414,9,125146573,125189939,5537
ENSG00000107186,9,13105704,13279590,8777
ENSG00000187024,9,127690348,127724873,138428
ENSG00000188133,9,32783499,32787399,401498
ENSG00000158079,9,94030794,94109856,138639
ENSG00000120156,9,27109141,27230175,7010
ENSG00000198121,9,110873263,111038458,1902
ENSG00000130720,9,130902438,130939286,84929
ENSG00000165060,9,69035259,69100178,2395
ENSG00000107130,9,130172578,130237304,23413
ENSG00000148358,9,130053426,130140169,57720
ENSG00000136827,9,129812944,129824134,1861
ENSG00000156345,9,87966441,87974753,23552
ENSG00000136856,9,127397138,127408424,29988
ENSG00000283205,9,87956214,87956883,
ENSG00000154529,9,41890314,42129510,728577
ENSG00000107147,9,135702185,135795508,57582
ENSG00000167110,9,128255829,128275995,2801
ENSG00000277556,9,104598457,104599413,138799
ENSG00000184659,9,65736555,65738784,349334
ENSG00000188394,9,123034527,123035696,
ENSG00000137142,9,38408994,38424447,347252
ENSG00000148019,9,78236062,78279690,84131
ENSG00000148053,9,84668551,85027070,4915
ENSG00000056586,9,122844556,122905341,54542
ENSG00000106992,9,127866480,127877743,203
ENSG00000136940,9,122798389,122828631,5082
ENSG00000165202,9,122614738,122615682,158131
ENSG00000196312,9,96897917,97013708,
ENSG00000256966,9,37512547,37592469,
ENSG00000107282,9,69427530,69672306,320
ENSG00000197694,9,128552558,128633662,6709
ENSG00000136816,9,129803153,129811281,27348
ENSG00000056558,9,120902393,120929173,7185
ENSG00000095321,9,129094810,129111189,1384
ENSG00000119328,9,108934181,108950744,54942
ENSG00000148343,9,129036621,129072082,84895
ENSG00000148204,9,123356170,123380324,286204
ENSG00000119522,9,123379654,123930152,57706
ENSG00000171159,9,128160260,128163928,79095
ENSG00000153714,9,12775021,12822131,286343
ENSG00000148297,9,133338323,133348131,6837
ENSG00000106829,9,79571773,79726882,7091
ENSG00000136908,9,127935099,127938484,8818
ENSG00000106927,9,114060127,114078472,259
ENSG00000136897,9,101387633,101398614,54534
ENSG00000147912,9,37510892,37576349,26267
ENSG00000005238,9,35104112,35116341,80256
ENSG00000106993,9,4679559,4708398,55664
ENSG00000125484,9,132670035,132694955,9329
ENSG00000081377,9,96490241,96619830,8555
ENSG00000188710,9,130892702,130896812,347148
ENSG00000187742,9,89318506,89359662,79048
ENSG00000148344,9,129738331,129753047,9536
ENSG00000260220,9,136249971,136306901,399693
ENSG00000167157,9,129665641,129722674,51450
ENSG00000165661,9,136206333,136245841,169714
ENSG00000107187,9,136196250,136205109,8022
ENSG00000095203,9,109171975,109320964,54566
ENSG00000181090,9,137618963,137870016,79813
ENSG00000160349,9,135521438,135526532,3933
ENSG00000148156,9,108854589,108856967,10880
ENSG00000204007,9,135623656,135639540,360203
ENSG00000236543,9,135604345,135618952,102723971
ENSG00000182154,9,137551199,137552555,64975
ENSG00000136861,9,120388869,120580170,55755
ENSG00000136826,9,107484852,107490482,9314
ENSG00000122136,9,135546139,135549969,29991
ENSG00000135018,9,83659963,83708203,29979
ENSG00000175283,9,128945530,128947619,22845
ENSG00000130635,9,134641774,134844843,1289
ENSG00000176884,9,137138390,137168762,2902
ENSG00000183148,9,40223285,40266392,441430
ENSG00000136931,9,124481236,124507430,2516
ENSG00000119335,9,128683424,128696400,6418
ENSG00000180264,9,124451425,124478589,
ENSG00000148357,9,130265882,130434123,256158
ENSG00000187866,9,68780034,68784608,116224
ENSG00000167123,9,128411751,128437351,51148
ENSG00000106771,9,109015152,109119945,23731
ENSG00000187609,9,137306896,137423262,54932
ENSG00000188986,9,137255173,137273546,25920
ENSG00000275969,9,66986304,66992583,727830
ENSG00000204849,9,39355669,39361959,647060
ENSG00000229314,9,114323056,114326475,5004
ENSG00000170835,9,133061978,133071861,1056
ENSG00000136877,9,127794597,127814327,2356
ENSG00000130956,9,96450201,96491336,22927
ENSG00000196358,9,132161676,132244534,84628
ENSG00000157653,9,113410054,113429684,257169
ENSG00000136848,9,121567057,121785530,153090
ENSG00000160563,9,131860107,132079908,9442
ENSG00000198887,9,70258962,70354888,23137
ENSG00000097007,9,130713946,130887675,25
ENSG00000130713,9,130693721,130704894,23404
ENSG00000238227,9,136114581,136118863,90120
ENSG00000196873,9,68232003,68300015,445571
ENSG00000196873,9,68232003,68300015,644019
ENSG00000157654,9,109780309,110172512,445815
ENSG00000185775,9,42183659,42189882,389730
ENSG00000156049,9,77423079,77648307,9630
ENSG00000106809,9,92383967,92404696,4969
ENSG00000119446,9,122237624,122264839,92400
ENSG00000023318,9,99979179,100099040,23071
ENSG00000148187,9,122264603,122331343,92399
ENSG00000165283,9,35099776,35103195,30968
ENSG00000086065,9,33264879,33282069,51510
ENSG00000136866,9,113038380,113056759,7539
ENSG00000148400,9,136494444,136545862,4851
ENSG00000107242,9,68705414,69009176,8395
ENSG00000154330,9,68328308,68531061,5239
ENSG00000187559,9,68302867,68304905,286380
ENSG00000187796,9,136361903,136373681,64170
ENSG00000213221,9,136359480,136363789,728489
ENSG00000148411,9,136006537,136095285,138151
ENSG00000148219,9,116425225,117415070,23245
ENSG00000157693,9,114611206,114646422,203197
ENSG00000148290,9,133351755,133356676,6834
ENSG00000171505,9,122526358,122527296,138883
ENSG00000136834,9,122476958,122477926,347168
ENSG00000170681,9,100578079,100587906,347273
ENSG00000095303,9,122370530,122395703,5742
ENSG00000136943,9,97029679,97039643,1515
ENSG00000122741,9,37800502,37867666,79269
ENSG00000137106,9,37422666,37436990,9380
ENSG00000204711,9,69820793,69906232,138255
ENSG00000119392,9,128504700,128542288,2733
ENSG00000148331,9,129634604,129642169,140459
ENSG00000196730,9,87497228,87708633,1612
ENSG00000165643,9,135693407,135699528,402381
ENSG00000095319,9,128947699,129007096,23511
ENSG00000273514,9,41126430,41128463,653404
ENSG00000188229,9,137241213,137243707,10383
ENSG00000188163,9,137243584,137247770,401565
ENSG00000197768,9,137251261,137253483,441476
ENSG00000198569,9,137230757,137236554,142680
ENSG00000214929,9,81988772,81995256,389763
ENSG00000119401,9,116687302,116701300,22954
ENSG00000196990,9,133578415,133586197,642968
ENSG00000189357,9,81928514,81934948,389761
ENSG00000197859,9,133532164,133575519,9719
ENSG00000187616,9,133514586,133528612,389827
ENSG00000160326,9,133471095,133479137,11182
ENSG00000095397,9,114402080,114505450,25861
ENSG00000106948,9,114334156,114394405,80709
ENSG00000186881,9,104504263,104505222,138805
ENSG00000157657,9,113876282,114056591,114991
ENSG00000135069,9,78297143,78330093,29968
ENSG00000153707,9,8314246,10612723,5789
ENSG00000136870,9,101398873,101410660,7743
ENSG00000136872,9,101420578,101435823,229
ENSG00000137124,9,38392664,38398661,219
ENSG00000165152,9,101473171,101533537,84302
ENSG00000030304,9,110668771,110801620,4593
ENSG00000122705,9,36190856,36304781,1211
ENSG00000173253,9,1049858,1057552,10655
ENSG00000233816,9,21367424,21368962,3447
ENSG00000130558,9,135075422,135121179,10439
ENSG00000175287,9,128920895,128942041,254295
ENSG00000188566,9,137205685,137217009,27158
ENSG00000165072,9,70043581,70226970,256691
ENSG00000188647,9,69709522,69759959,375743
ENSG00000187239,9,129887187,130043194,23048
ENSG00000119403,9,120855652,120894896,26147
ENSG00000180447,9,86944363,86947189,2619
ENSG00000251184,9,128941478,128957021,
ENSG00000083223,9,86287733,86354454,79670
ENSG00000176248,9,137174784,137188549,29882
ENSG00000165105,9,82979585,83063177,158158
ENSG00000187713,9,137204082,137205638,94107
ENSG00000176058,9,137191617,137204193,286262
ENSG00000148386,9,135663322,135666422,392399
ENSG00000148399,9,137554904,137578935,92715
ENSG00000160345,9,135495181,135501734,138162
ENSG00000119318,9,107283137,107332194,5887
ENSG00000119487,9,125437393,125707234,79109
ENSG00000085265,9,134905890,134917963,2219
ENSG00000160339,9,134880812,134887520,2220
ENSG00000198435,9,137300482,137302251,441478
ENSG00000198113,9,137277749,137282641,54863
ENSG00000136869,9,117704332,117716871,7099
ENSG00000233198,9,137227271,137229638,643596
ENSG00000181634,9,114784635,114806126,9966
ENSG00000198870,9,133376367,133406096,169436
ENSG00000160445,9,128729786,128772414,10444
ENSG00000106976,9,128191655,128255248,1759
ENSG00000160293,9,133761894,133992604,7410
ENSG00000186350,9,134317098,134440585,6256
ENSG00000155833,9,102995311,103018488,1539
ENSG00000125492,9,132582185,132590266,56751
ENSG00000119421,9,122144058,122159819,4702
ENSG00000136807,9,127785679,127790787,1025
ENSG00000107164,9,130578965,130638352,8939
ENSG00000186354,9,88990863,88996140,286223
ENSG00000213694,9,88991447,89005010,1903
ENSG00000160360,9,136327476,136359605,26086
ENSG00000106804,9,120952335,121050276,727
ENSG00000147862,9,14081843,14398983,4781
ENSG00000136895,9,127224265,127393660,84253
ENSG00000122140,9,135499984,135504673,51116
ENSG00000078725,9,119153458,119369467,1620
ENSG00000148337,9,128166064,128204383,25792
ENSG00000167136,9,128818474,128822677,2021
ENSG00000196363,9,134135365,134159968,11091
ENSG00000198917,9,128819651,128829821,51490
ENSG00000135070,9,86264546,86283102,81689
ENSG00000157303,9,93058688,93085138,203328
ENSG00000148136,9,104526253,104527209,138804
ENSG00000054179,9,137048098,137054045,954
ENSG00000107165,9,12685439,12710290,7306
ENSG00000165209,9,123109500,123268576,55342
ENSG00000283329,9,38694263,38720428,
ENSG00000196739,9,114155560,114312511,85301
ENSG00000171448,9,122915566,122931500,57684
ENSG00000186130,9,122908056,122913330,10773
ENSG00000171459,9,122742303,122750783,392390
ENSG00000122696,9,37879400,37904353,92014
ENSG00000165702,9,132944000,132991687,8328
ENSG00000130711,9,130664594,130682981,59335
ENSG00000130707,9,130444929,130501274,445
ENSG00000165059,9,69012529,69014113,5568
